unit,landuse,geo\time	2015 	2012 	2009 
CVA,LUB,ES21	3 	3 	3 
CVA,LUB,ES22	3.9 	3.8 	3.5 
CVA,LUB,ES23	7.6 	7.4 	5.8 
CVA,LUB,ES24	3.1 	3 	1.8 
CVA,LUB,ES3	9.4 	11.1 	12.8 
CVA,LUB,ES30	9.4 	11.1 	12.8 
CVA,LUB,ES4	1 	1 	1.2 
CVA,LUB,ES41	1.5 	1.5 	1.5 
CVA,LUB,ES42	1.9 	1.9 	2.1 
CVA,LUB,ES43	2.2 	2.1 	4.8 
CVA,LUB,ES5	2.7 	2.7 	1.8 
CVA,LUB,ES51	2.9 	2.9 	1.8 
CVA,LUB,ES52	6.2 	5.8 	4.6 
CVA,LUB,ES53	22.8 	28.2 	7.8 
CVA,LUB,ES6	1.6 	1.5 	1.8 
CVA,LUB,ES61	1.6 	1.5 	1.9 
CVA,LUB,ES62	7.1 	6.5 	6.8 
CVA,LUB,EU27_2007	0.2 	0.2 	: 
CVA,LUB,EU27_2020	0.2 	: 	: 
CVA,LUB,EU28	0.2 	: 	: 
CVA,LUB,EU_V	0.2 	0.2 	0.2 
CVA,LUB,FI	0.5 	0.5 	0.3 
CVA,LUB,FI1	0.5 	0.5 	0.3 
CVA,LUB,FI19	0.9 	1 	0.8 
CVA,LUB,FI1B	3.1 	2.9 	2.6 
CVA,LUB,FI1C	1.4 	1.5 	1.2 
CVA,LUB,FI1D	0.7 	0.6 	0.3 
CVA,LUB,FI2	9.5 	7.5 	2.2 
CVA,LUB,FI20	9.5 	7.5 	2.2 
CVA,LUB,FR	0.7 	0.6 	0.6 
CVA,LUB,FR1	5.4 	4.9 	5.5 
CVA,LUB,FR10	5.4 	4.9 	5.5 
CVA,LUB,FR2	1.3 	1.3 	1.3 
CVA,LUB,FR21	2.6 	2.5 	2.6 
CVA,LUB,FR22	4.5 	4.1 	4.2 
CVA,LUB,FR23	5.2 	5.3 	5.5 
CVA,LUB,FR24	2.6 	2.5 	2.5 
CVA,LUB,FR25	6.8 	6.7 	7.7 
CVA,LUB,FR26	2.3 	2.1 	2.2 
CVA,LUB,FR3	8.8 	8.8 	9.2 
CVA,LUB,FR30	8.8 	8.8 	9.2 
CVA,LUB,FR4	1.6 	1.5 	1.5 
CVA,LUB,FR41	2.4 	2.2 	2.2 
CVA,LUB,FR42	4 	4.1 	4.1 
CVA,LUB,FR43	2.4 	2.3 	2.4 
CVA,LUB,FR5	2.8 	2.7 	2.9 
CVA,LUB,FR51	5.2 	5 	4.9 
CVA,LUB,FR52	4.7 	4.6 	5.3 
CVA,LUB,FR53	4.5 	4.4 	4.7 
CVA,LUB,FR6	1.3 	1.2 	1.1 
CVA,LUB,FR61	1.5 	1.5 	1.5 
CVA,LUB,FR62	2.4 	2.1 	1.9 
CVA,LUB,FR63	3.9 	3.5 	3.2 
CVA,LUB,FR7	1.7 	1.5 	1.4 
CVA,LUB,FR71	2 	1.9 	1.5 
CVA,LUB,FR72	2.9 	2.6 	2.8 
CVA,LUB,FR8	2.2 	1.8 	1.2 
CVA,LUB,FR81	3.1 	2.6 	2 
CVA,LUB,FR82	3 	2.6 	1.6 
CVA,LUB,FR83	14.1 	6.8 	3.8 
CVA,LUB,HR	2.1 	: 	: 
CVA,LUB,HR0	2.1 	: 	: 
CVA,LUB,HR03	4.7 	: 	: 
CVA,LUB,HR04	1.9 	: 	: 
CVA,LUB,HU	1.9 	1.9 	1.8 
CVA,LUB,HU1	6.9 	6.7 	6.1 
CVA,LUB,HU10	6.9 	6.7 	6.1 
CVA,LUB,HU2	2.6 	2.6 	2.4 
CVA,LUB,HU21	5.1 	4.5 	4.6 
CVA,LUB,HU22	4.3 	4.5 	4.2 
CVA,LUB,HU23	4.4 	4.3 	3.7 
CVA,LUB,HU3	3 	3 	2.9 
CVA,LUB,HU31	3.9 	3.8 	3.7 
CVA,LUB,HU32	6.2 	6.4 	6 
CVA,LUB,HU33	6.1 	6.4 	6 
CVA,LUB,IE	4.2 	3.9 	4.3 
CVA,LUB,IE0	4.2 	3.9 	4.3 
CVA,LUB,IE01	5.4 	5.1 	6 
CVA,LUB,IE02	6.7 	6 	6.2 
CVA,LUB,IT	0.9 	0.9 	0.9 
CVA,LUB,ITC	2.1 	1.8 	1.6 
CVA,LUB,ITC1	3.2 	3 	2.4 
CVA,LUB,ITC2	8.4 	7.4 	2.9 
CVA,LUB,ITC3	5.9 	3.6 	3.2 
CVA,LUB,ITC4	3.3 	3 	3.3 
CVA,LUB,ITF	2.1 	1.9 	2.2 
CVA,LUB,ITF1	4.1 	4 	2.9 
CVA,LUB,ITF2	10.9 	5.2 	8.5 
CVA,LUB,ITF3	4.1 	4 	5.1 
CVA,LUB,ITF4	9.7 	9 	14.3 
CVA,LUB,ITF5	4.5 	4.3 	5 
CVA,LUB,ITF6	4.4 	4 	4 
CVA,LUB,ITG	3.8 	3.6 	3.8 
CVA,LUB,ITG1	6.6 	6.1 	8.5 
CVA,LUB,ITG2	4.7 	4.4 	3.7 
CVA,LUB,ITH	1.8 	1.7 	1.7 
CVA,LUB,ITH1	4.4 	5 	2.5 
CVA,LUB,ITH2	3.6 	3.1 	2 
CVA,LUB,ITH3	4.5 	4.3 	4 
CVA,LUB,ITH4	3.9 	3.6 	3.4 
CVA,LUB,ITH5	3.3 	3.3 	4.1 
CVA,LUB,ITI	1.6 	1.6 	1.4 
CVA,LUB,ITI1	2.2 	2.3 	1.9 
CVA,LUB,ITI2	3.2 	3.1 	3.2 
CVA,LUB,ITI3	4.2 	4.4 	4.4 
CVA,LUB,ITI4	3.6 	3.5 	3.2 
CVA,LUB,LT	1.4 	1.4 	1.3 
CVA,LUB,LT0	1.4 	1.4 	1.3 
CVA,LUB,LT00	1.4 	1.4 	1.3 
CVA,LUB,LU	6.2 	6.7 	7.3 
CVA,LUB,LU0	6.2 	6.7 	7.3 
CVA,LUB,LU00	6.2 	6.7 	7.3 
CVA,LUB,LV	1 	1 	0.9 
CVA,LUB,LV0	1 	1 	0.9 
CVA,LUB,LV00	1 	1 	0.9 
CVA,LUB,NL	9.4 	7.4 	8 
CVA,LUB,NL1	28.6 	22.8 	23.1 
CVA,LUB,NL11	102.7 	99.8 	80.8 
CVA,LUB,NL12	96.2 	63.8 	85.4 
CVA,LUB,NL13	31.3 	24.8 	22.3 
CVA,LUB,NL2	15.1 	11.2 	13.2 
CVA,LUB,NL21	37.4 	30.2 	34.7 
CVA,LUB,NL22	17.1 	12.4 	15.4 
CVA,LUB,NL23	64.9 	45.5 	40.7 
CVA,LUB,NL3	33.1 	25 	21.6 
CVA,LUB,NL31	77.4 	35.4 	27.9 
CVA,LUB,NL32	: 	91.9 	80.2 
CVA,LUB,NL33	41.8 	41.9 	43.8 
CVA,LUB,NL34	86.3 	83.5 	61.6 
CVA,LUB,NL4	14 	11.8 	12.9 
CVA,LUB,NL41	16.6 	14.3 	14.4 
CVA,LUB,NL42	26.6 	21 	28.3 
CVA,LUB,PL	0.7 	0.7 	0.7 
CVA,LUB,PL1	2 	2.1 	2.2 
CVA,LUB,PL11	3.7 	3.7 	4 
CVA,LUB,PL12	2.4 	2.5 	2.6 
CVA,LUB,PL2	2.3 	2.3 	2.4 
CVA,LUB,PL21	3.1 	3.2 	3.4 
CVA,LUB,PL22	3.4 	3.4 	3.3 
CVA,LUB,PL3	1.4 	1.4 	1.6 
CVA,LUB,PL31	3 	3 	3.6 
CVA,LUB,PL32	2.5 	2.5 	2.4 
CVA,LUB,PL33	3.4 	3.6 	3.4 
CVA,LUB,PL34	2.7 	2.7 	3.1 
CVA,LUB,PL4	1.3 	1.3 	1.4 
CVA,LUB,PL41	2.6 	2.6 	2.7 
CVA,LUB,PL42	2.2 	2.1 	2.2 
CVA,LUB,PL43	2.1 	2.1 	2.1 
CVA,LUB,PL5	2.3 	2.4 	2.6 
CVA,LUB,PL51	2.8 	2.9 	3.2 
CVA,LUB,PL52	4.2 	4.1 	4.7 
CVA,LUB,PL6	1.6 	1.6 	1.7 
CVA,LUB,PL61	3.4 	3.5 	3.7 
CVA,LUB,PL62	2.5 	2.6 	2.7 
CVA,LUB,PL63	2.6 	2.6 	2.5 
CVA,LUB,PT	1.2 	1.2 	1.2 
CVA,LUB,PT1	1.2 	1.2 	1.2 
CVA,LUB,PT11	3.3 	3 	2.8 
CVA,LUB,PT15	5.5 	4.8 	6 
CVA,LUB,PT16	2 	2 	1.7 
CVA,LUB,PT17	9 	9.7 	11.9 
CVA,LUB,PT18	1.7 	2 	2.1 
CVA,LUB,RO	0.7 	0.8 	: 
CVA,LUB,RO1	1.2 	1.3 	: 
CVA,LUB,RO11	1.9 	2.1 	: 
CVA,LUB,RO12	1.5 	1.7 	: 
CVA,LUB,RO2	1.6 	1.6 	: 
CVA,LUB,RO21	1.8 	1.8 	: 
CVA,LUB,RO22	3.1 	3.1 	: 
CVA,LUB,RO3	2.5 	2.6 	: 
CVA,LUB,RO31	2.6 	2.6 	: 
CVA,LUB,RO32	15.2 	14.3 	: 
CVA,LUB,RO4	1.3 	1.3 	: 
CVA,LUB,RO41	2.1 	2.1 	: 
CVA,LUB,RO42	1.6 	1.6 	: 
CVA,LUB,SE	0.5 	0.5 	0.3 
CVA,LUB,SE1	1.2 	1.4 	1.2 
CVA,LUB,SE11	3.9 	4.2 	3.7 
CVA,LUB,SE12	1.3 	1.5 	1.2 
CVA,LUB,SE2	1 	1.1 	0.9 
CVA,LUB,SE21	1.2 	1.4 	1.1 
CVA,LUB,SE22	3 	3.4 	3 
CVA,LUB,SE23	1.7 	2 	1.6 
CVA,LUB,SE3	0.6 	0.6 	0.3 
CVA,LUB,SE31	0.8 	0.9 	0.6 
CVA,LUB,SE32	1 	1 	0.5 
CVA,LUB,SE33	1.1 	0.8 	0.3 
CVA,LUB,SI	1.9 	2 	2 
CVA,LUB,SI0	1.9 	2 	2 
CVA,LUB,SI03	2.6 	2.7 	2.9 
CVA,LUB,SI04	2.8 	2.8 	2.6 
CVA,LUB,SK	1.5 	1.4 	1.3 
CVA,LUB,SK0	1.5 	1.4 	1.3 
CVA,LUB,SK01	9.8 	8.2 	11.7 
CVA,LUB,SK02	3.6 	3.6 	3.3 
CVA,LUB,SK03	2.2 	2 	1.6 
CVA,LUB,SK04	2.6 	2.4 	2 
CVA,LUB,UK	2.5 	2.2 	2.3 
CVA,LUB,UKC	14.6 	13.5 	12.8 
CVA,LUB,UKC1	46.4 	47.4 	46.5 
CVA,LUB,UKC2	15.1 	13.9 	12.8 
CVA,LUB,UKD	21.2 	18.4 	16.3 
CVA,LUB,UKD1	25 	21.3 	18.4 
CVA,LUB,UKD4	56.2 	42.4 	42.6 
CVA,LUB,UKD6	56.9 	61.6 	50 
CVA,LUB,UKE	13.2 	15 	13.2 
CVA,LUB,UKE1	63 	57.8 	48 
CVA,LUB,UKE2	14 	16 	15.5 
CVA,LUB,UKE3	96.4 	95.6 	43.8 
CVA,LUB,UKE4	50.7 	56.5 	41.6 
CVA,LUB,UKF	17.3 	21.1 	19.2 
CVA,LUB,UKF1	27.4 	35.1 	39 
CVA,LUB,UKF2	42.7 	47.3 	31.7 
CVA,LUB,UKF3	25.5 	32.6 	29.6 
CVA,LUB,UKG	19.1 	20.6 	16.5 
CVA,LUB,UKG1	31.9 	30.7 	24.1 
CVA,LUB,UKG2	23.8 	27.1 	22.5 
CVA,LUB,UKH	14.3 	16 	13.5 
CVA,LUB,UKH1	16 	19.1 	16 
CVA,LUB,UKH2	28.4 	28.8 	26 
CVA,LUB,UKH3	102.4 	96.2 	58.3 
CVA,LUB,UKI	63.2 	67.6 	57.9 
CVA,LUB,UKI5	100.5 	: 	: 
CVA,LUB,UKI6	90.9 	63.9 	71.8 
CVA,LUB,UKI7	: 	: 	130.6 
CVA,LUB,UKJ	8.4 	8.9 	6.9 
CVA,LUB,UKJ1	21.2 	23.4 	16.6 
CVA,LUB,UKJ2	13.5 	13.5 	11.4 
CVA,LUB,UKJ3	17.2 	17.7 	12.6 
CVA,LUB,UKJ4	17.1 	20.9 	16.2 
CVA,LUB,UKK	11.9 	13 	12.9 
CVA,LUB,UKK1	17.9 	20 	19.2 
CVA,LUB,UKK2	25 	23.9 	26.6 
CVA,LUB,UKK3	49.7 	91.6 	65.5 
CVA,LUB,UKK4	22.4 	23.9 	22.8 
CVA,LUB,UKL	8.3 	7.8 	7.1 
CVA,LUB,UKL1	10.2 	9.4 	8.2 
CVA,LUB,UKL2	14.2 	13.8 	13.7 
CVA,LUB,UKM	3.3 	2.5 	2.7 
CVA,LUB,UKM2	7.3 	6.4 	7.3 
CVA,LUB,UKM3	6.5 	5.7 	5.7 
CVA,LUB,UKM5	13.1 	12.1 	10.6 
CVA,LUB,UKM6	4.9 	3.2 	3.4 
CVA,LUB,UKN	11.8 	12.1 	11.9 
CVA,LUB,UKN0	11.8 	12.1 	11.9 
CVA,LUC,AT	22.2 	18.5 	21.3 
CVA,LUC,AT1	31.2 	36.3 	39.1 
CVA,LUC,AT11	58.7 	63.6 	54.6 
CVA,LUC,AT12	37.9 	43.1 	48.2 
CVA,LUC,AT2	103.7 	49.3 	60.9 
CVA,LUC,AT21	: 	63.8 	: 
CVA,LUC,AT22	117.7 	73.3 	61.1 
CVA,LUC,AT3	36.9 	23.8 	28.5 
CVA,LUC,AT31	39.4 	30.6 	49.7 
CVA,LUC,AT32	: 	47.4 	49.7 
CVA,LUC,AT33	: 	82.9 	83.1 
CVA,LUC,AT34	102.9 	62.4 	64.9 
CVA,LUC,BE	28.4 	27.4 	69.6 
CVA,LUC,BE2	38.4 	59.1 	97.5 
CVA,LUC,BE21	99 	: 	: 
CVA,LUC,BE23	30.3 	63.5 	93.5 
CVA,LUC,BE24	100.5 	96.2 	: 
CVA,LUC,BE3	42.1 	30.4 	96.6 
CVA,LUC,BE31	105 	145.8 	: 
CVA,LUC,BE32	102.3 	55.1 	93.9 
CVA,LUC,BE33	59.5 	70.5 	: 
CVA,LUC,BE34	58.3 	49.7 	: 
CVA,LUC,BE35	: 	98.4 	: 
CVA,LUC,BG	16.1 	21 	: 
CVA,LUC,BG3	21.2 	28.9 	: 
CVA,LUC,BG31	36.1 	46.6 	: 
CVA,LUC,BG32	30 	58.2 	: 
CVA,LUC,BG33	57.1 	65.3 	: 
CVA,LUC,BG34	58.3 	68.9 	: 
CVA,LUC,BG4	24.5 	30.1 	: 
CVA,LUC,BG41	53.2 	51.4 	: 
CVA,LUC,BG42	27.8 	38.2 	: 
CVA,LUC,CZ	10.1 	9.8 	12.3 
CVA,LUC,CZ0	10.1 	9.8 	12.3 
CVA,LUC,CZ01	85.6 	69.7 	0 
CVA,LUC,CZ02	29.7 	32.2 	36.9 
CVA,LUC,CZ03	15.2 	13.9 	17.9 
CVA,LUC,CZ04	43.6 	32.8 	53.5 
CVA,LUC,CZ05	36 	35.9 	33.4 
CVA,LUC,CZ06	19.4 	24.1 	41.5 
CVA,LUC,CZ07	51.9 	47.3 	50.7 
CVA,LUC,CZ08	32 	32.1 	37.3 
CVA,LUC,DE	11.7 	9.4 	9.5 
CVA,LUC,DE1	39.6 	36.2 	22.9 
CVA,LUC,DE11	76.7 	77.8 	94.8 
CVA,LUC,DE13	56.3 	58 	41 
CVA,LUC,DE14	105.4 	53.7 	25.7 
CVA,LUC,DE2	21.8 	15.5 	16.2 
CVA,LUC,DE21	37.3 	26 	27.2 
CVA,LUC,DE22	108.7 	59 	66.8 
CVA,LUC,DE23	66.7 	42.5 	41.9 
CVA,LUC,DE24	75.8 	51.3 	55.9 
CVA,LUC,DE25	40.6 	32.5 	34.6 
CVA,LUC,DE26	98.5 	67.5 	78.3 
CVA,LUC,DE27	97.3 	62.5 	63.7 
CVA,LUC,DE4	34 	27.4 	22.6 
CVA,LUC,DE40	34 	27.4 	22.6 
CVA,LUC,DE7	48.1 	55.7 	110.3 
CVA,LUC,DE72	118 	121.5 	95.1 
CVA,LUC,DE73	54.2 	58.7 	: 
CVA,LUC,DE8	33.8 	20.8 	21.4 
CVA,LUC,DE80	33.8 	20.8 	21.4 
CVA,LUC,DE9	46.3 	32.8 	43.7 
CVA,LUC,DE91	: 	141.9 	: 
CVA,LUC,DE93	79.9 	49.2 	67.9 
CVA,LUC,DE94	60.8 	52.2 	59.5 
CVA,LUC,DEA	111 	110.8 	: 
CVA,LUC,DEA1	137.9 	126.6 	: 
CVA,LUC,DEB	65.2 	86 	: 
CVA,LUC,DEB2	84.1 	85.3 	: 
CVA,LUC,DEB3	94.4 	: 	: 
CVA,LUC,DED	38.3 	54.5 	45.2 
CVA,LUC,DED2	37.9 	53.9 	42.7 
CVA,LUC,DEE	85.5 	84.7 	51.8 
CVA,LUC,DEE0	85.5 	84.7 	51.8 
CVA,LUC,DEF	55.2 	30.1 	46.7 
CVA,LUC,DEF0	55.2 	30.1 	46.7 
CVA,LUC,DEG	61.3 	80.5 	: 
CVA,LUC,DEG0	61.3 	80.5 	: 
CVA,LUC,DK	59.5 	40.1 	24.7 
CVA,LUC,DK0	59.5 	40.1 	24.7 
CVA,LUC,DK01	: 	116.3 	86.1 
CVA,LUC,DK02	: 	: 	85.1 
CVA,LUC,DK03	: 	136.7 	65.9 
CVA,LUC,DK04	62.6 	40.9 	31.3 
CVA,LUC,DK05	: 	: 	119.8 
CVA,LUC,EE	9.7 	9.1 	24.8 
CVA,LUC,EE0	9.7 	9.1 	24.8 
CVA,LUC,EE00	9.7 	9.1 	24.8 
CVA,LUC,EL	11.4 	10.1 	9.7 
CVA,LUC,EL5	13.8 	11.7 	11.1 
CVA,LUC,EL51	36.1 	31.9 	90.7 
CVA,LUC,EL52	21 	18.2 	14.9 
CVA,LUC,EL53	22.4 	19.4 	16 
CVA,LUC,EL54	56.8 	33.6 	30.4 
CVA,LUC,EL6	19.4 	18.5 	19.8 
CVA,LUC,EL61	127.1 	: 	67.7 
CVA,LUC,EL63	19.6 	18.2 	18.7 
CVA,LUC,EL64	61.4 	78.6 	: 
CVA,LUC,ES	18.6 	15.5 	8.9 
CVA,LUC,ES1	61.6 	72.2 	45.1 
CVA,LUC,ES11	97.8 	98.5 	63.3 
CVA,LUC,ES12	: 	94.5 	60.7 
CVA,LUC,ES13	67.2 	: 	: 
CVA,LUC,ES2	46.9 	38.3 	22.3 
CVA,LUC,ES23	: 	92.5 	31.1 
CVA,LUC,ES24	45.3 	39.6 	23.9 
CVA,LUC,ES3	: 	79.3 	: 
CVA,LUC,ES30	: 	79.3 	: 
CVA,LUC,ES4	31.8 	32.5 	11.3 
CVA,LUC,ES41	: 	76.3 	33.9 
CVA,LUC,ES42	77 	66.9 	42.4 
CVA,LUC,ES43	33.5 	40.6 	12.5 
CVA,LUC,ES5	84.7 	48 	50.7 
CVA,LUC,ES51	80.9 	46.4 	62.4 
CVA,LUC,ES52	: 	: 	93.1 
CVA,LUC,ES6	32.2 	26.8 	21.5 
CVA,LUC,ES61	32.2 	26.7 	21.8 
CVA,LUC,EU27_2007	2.7 	1.8 	: 
CVA,LUC,EU27_2020	2.7 	: 	: 
CVA,LUC,EU28	2.7 	: 	: 
CVA,LUC,EU_V	3 	1.8 	1.8 
CVA,LUC,FI	11.7 	4.5 	2.5 
CVA,LUC,FI1	11.8 	4.5 	2.5 
CVA,LUC,FI19	26.8 	9.5 	4.4 
CVA,LUC,FI1B	: 	: 	138.5 
CVA,LUC,FI1C	32.7 	19.9 	11.2 
CVA,LUC,FI1D	14.4 	5.2 	3.1 
CVA,LUC,FI2	100.1 	96.8 	: 
CVA,LUC,FI20	100.1 	96.8 	: 
CVA,LUC,FR	6.8 	6.5 	6.7 
CVA,LUC,FR1	70.3 	68.6 	: 
CVA,LUC,FR10	70.3 	68.6 	: 
CVA,LUC,FR2	11.5 	12.5 	14.7 
CVA,LUC,FR21	23.8 	25.6 	42.4 
CVA,LUC,FR22	36.8 	34.2 	34.2 
CVA,LUC,FR24	18 	18.2 	22.7 
CVA,LUC,FR25	38.4 	56.5 	67.4 
CVA,LUC,FR26	24.7 	33 	29 
CVA,LUC,FR3	98.4 	56.3 	45.7 
CVA,LUC,FR30	98.4 	56.3 	45.7 
CVA,LUC,FR4	22.9 	26.4 	25.5 
CVA,LUC,FR41	27.7 	29.4 	35.4 
CVA,LUC,FR42	105.3 	103.1 	75.3 
CVA,LUC,FR43	44.3 	68.1 	43.1 
CVA,LUC,FR5	19.5 	18.9 	22 
CVA,LUC,FR51	37.5 	30.6 	40.5 
CVA,LUC,FR52	31.6 	32.7 	40.4 
CVA,LUC,FR53	34.6 	35.7 	34.3 
CVA,LUC,FR6	14.6 	14.5 	13.8 
CVA,LUC,FR61	29.4 	27.1 	22.3 
CVA,LUC,FR62	24 	21.8 	21.7 
CVA,LUC,FR63	22.2 	27.2 	33.8 
CVA,LUC,FR7	17.3 	16.7 	14.4 
CVA,LUC,FR71	20.7 	20 	14.9 
CVA,LUC,FR72	33.6 	32.6 	39.1 
CVA,LUC,FR8	29.5 	19.9 	14.2 
CVA,LUC,FR81	84.8 	37.3 	26.1 
CVA,LUC,FR82	32.3 	26.6 	19.2 
CVA,LUC,FR83	99.8 	40.5 	26.8 
CVA,LUC,HR	21 	: 	: 
CVA,LUC,HR0	21 	: 	: 
CVA,LUC,HR04	20.4 	: 	: 
CVA,LUC,HU	13.9 	13.1 	11 
CVA,LUC,HU1	: 	114.4 	62 
CVA,LUC,HU10	: 	114.4 	62 
CVA,LUC,HU2	22.4 	18.8 	14 
CVA,LUC,HU21	43.1 	37.6 	19.9 
CVA,LUC,HU22	36 	44.7 	50.8 
CVA,LUC,HU23	49.6 	26.4 	21.2 
CVA,LUC,HU3	18.4 	19.7 	18.4 
CVA,LUC,HU31	37.7 	32.1 	35.3 
CVA,LUC,HU32	29.8 	34.5 	27.8 
CVA,LUC,HU33	29.9 	33.5 	32.7 
CVA,LUC,IE	69 	20.5 	25.4 
CVA,LUC,IE0	69 	20.5 	25.4 
CVA,LUC,IE01	80.4 	22.5 	32.9 
CVA,LUC,IE02	140.3 	49.3 	38.8 
CVA,LUC,IT	13.8 	10.4 	10.1 
CVA,LUC,ITC	49.9 	19.6 	18.7 
CVA,LUC,ITC1	111.9 	28.9 	24.2 
CVA,LUC,ITC2	: 	125.7 	181.3 
CVA,LUC,ITC3	: 	130.5 	: 
CVA,LUC,ITC4	56.5 	34.7 	29.5 
CVA,LUC,ITF	37.4 	26.2 	26.8 
CVA,LUC,ITF2	: 	58.9 	: 
CVA,LUC,ITF4	38.2 	30 	30.9 
CVA,LUC,ITF6	99.4 	66.6 	30.7 
CVA,LUC,ITG	37.6 	36 	38.5 
CVA,LUC,ITG1	70.1 	73.3 	64.5 
CVA,LUC,ITG2	44.8 	41.5 	45.4 
CVA,LUC,ITH	27.9 	23.5 	19.5 
CVA,LUC,ITH1	87.7 	84.6 	70.6 
CVA,LUC,ITH3	73.6 	42.5 	28.9 
CVA,LUC,ITH4	: 	: 	61.9 
CVA,LUC,ITH5	36.5 	35.9 	44.3 
CVA,LUC,ITI	27 	22.4 	26.6 
CVA,LUC,ITI1	54.5 	58.5 	117.3 
CVA,LUC,ITI2	102.6 	71.9 	41.4 
CVA,LUC,ITI3	96.7 	77.5 	59.5 
CVA,LUC,ITI4	51.5 	26.7 	38.5 
CVA,LUC,LT	12.9 	11.9 	12.3 
CVA,LUC,LT0	12.9 	11.9 	12.3 
CVA,LUC,LT00	12.9 	11.9 	12.3 
CVA,LUC,LV	42.9 	10.9 	10.9 
CVA,LUC,LV0	42.9 	10.9 	10.9 
CVA,LUC,LV00	42.9 	10.9 	10.9 
CVA,LUC,NL	: 	39.1 	10.8 
CVA,LUC,NL1	: 	: 	17.5 
CVA,LUC,NL11	: 	: 	70 
CVA,LUC,NL12	: 	: 	17.4 
CVA,LUC,NL2	: 	48.7 	19.8 
CVA,LUC,NL21	: 	: 	125.1 
CVA,LUC,NL22	: 	: 	133 
CVA,LUC,NL23	: 	60.4 	21.7 
CVA,LUC,NL3	: 	111.1 	20.8 
CVA,LUC,NL31	: 	: 	159.5 
CVA,LUC,NL32	: 	122.4 	21.4 
CVA,LUC,NL33	: 	: 	62.8 
CVA,LUC,NL4	: 	: 	77.6 
CVA,LUC,NL41	: 	: 	78.6 
CVA,LUC,PL	11.1 	7.6 	7.2 
CVA,LUC,PL1	25.3 	27.2 	22.2 
CVA,LUC,PL11	61.8 	65.3 	48.2 
CVA,LUC,PL12	25.7 	29.9 	24.5 
CVA,LUC,PL2	45.7 	25.7 	26.1 
CVA,LUC,PL21	: 	58.6 	67.8 
CVA,LUC,PL22	45.8 	29.7 	27.9 
CVA,LUC,PL3	21.9 	18.1 	21.6 
CVA,LUC,PL31	31.8 	25.5 	33.8 
CVA,LUC,PL32	57.8 	59.5 	67.4 
CVA,LUC,PL33	42.7 	83.4 	54.6 
CVA,LUC,PL34	98.3 	32.1 	37.2 
CVA,LUC,PL4	26.2 	17.7 	15.1 
CVA,LUC,PL41	35.1 	31.9 	29.6 
CVA,LUC,PL42	49.1 	23.6 	20.5 
CVA,LUC,PL43	67.8 	54.3 	26 
CVA,LUC,PL5	39.1 	36.3 	50.4 
CVA,LUC,PL51	48.2 	39.7 	46.9 
CVA,LUC,PL52	68 	93.2 	: 
CVA,LUC,PL6	23.6 	11.4 	10.3 
CVA,LUC,PL61	73.1 	32.7 	32.4 
CVA,LUC,PL62	32.1 	14.6 	13.4 
CVA,LUC,PL63	40.5 	22.4 	17.6 
CVA,LUC,PT	54 	63.1 	50.4 
CVA,LUC,PT1	54 	63.1 	50.4 
CVA,LUC,PT11	: 	: 	75.2 
CVA,LUC,PT16	101.2 	98.4 	: 
CVA,LUC,PT17	98.3 	: 	: 
CVA,LUC,PT18	85 	81 	66.5 
CVA,LUC,RO	6.9 	6 	: 
CVA,LUC,RO1	18.7 	19.4 	: 
CVA,LUC,RO11	33.9 	39.1 	: 
CVA,LUC,RO12	20.8 	16.5 	: 
CVA,LUC,RO2	9.2 	7.5 	: 
CVA,LUC,RO21	22.9 	23.8 	: 
CVA,LUC,RO22	10.1 	7.9 	: 
CVA,LUC,RO3	17.8 	15.3 	: 
CVA,LUC,RO31	18.6 	16.9 	: 
CVA,LUC,RO32	60.9 	35.5 	: 
CVA,LUC,RO4	17.6 	18.9 	: 
CVA,LUC,RO41	19.7 	22.2 	: 
CVA,LUC,RO42	33.3 	34.7 	: 
CVA,LUC,SE	4.9 	2.8 	3.1 
CVA,LUC,SE1	12.4 	7.7 	9.2 
CVA,LUC,SE11	27.6 	23.7 	33.4 
CVA,LUC,SE12	13.8 	8.2 	9.6 
CVA,LUC,SE2	7.3 	5.8 	9 
CVA,LUC,SE21	20.5 	9.9 	10.3 
CVA,LUC,SE22	36.6 	32.4 	38.2 
CVA,LUC,SE23	7.7 	7.4 	15.4 
CVA,LUC,SE3	7.3 	3.4 	3.5 
CVA,LUC,SE31	13.5 	7.7 	9.4 
CVA,LUC,SE32	18.3 	7.5 	7.9 
CVA,LUC,SE33	9.9 	4.4 	4 
CVA,LUC,SI	50.4 	52.5 	145.9 
CVA,LUC,SI0	50.4 	52.5 	145.9 
CVA,LUC,SI03	96.7 	97.2 	: 
CVA,LUC,SI04	57.2 	58.5 	131.2 
CVA,LUC,SK	27.7 	22 	19.2 
CVA,LUC,SK0	27.7 	22 	19.2 
CVA,LUC,SK01	: 	: 	75 
CVA,LUC,SK02	35.2 	37.7 	31.6 
CVA,LUC,SK03	62.3 	39.7 	41 
CVA,LUC,SK04	76.2 	37.9 	34.9 
CVA,LUC,UK	16.4 	12.2 	10.4 
CVA,LUC,UKD	142.1 	: 	92.6 
CVA,LUC,UKD1	: 	: 	91.3 
CVA,LUC,UKD6	98.2 	: 	: 
CVA,LUC,UKE	105.7 	62.4 	: 
CVA,LUC,UKE1	98.9 	78.1 	: 
